"trial_type","trial_index","time_elapsed","internal_node_id","task_version","success","view_history","rt","responses","num_errors","age","subject","participantId","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","sub","trial","stimulus","robot","valence","action","sham","browser_interactions"
"pavlovia","0","29","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","4652","0.0-1.0","battery-v0.2","true","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","2","17842","0.0-2.0-0.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":13186}]","13186.899999976158","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","3","20738","0.0-2.0-1.0-0.0","battery-v0.2","","","2889.600000023842","[""shark""]","0","16","843","201","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","4","22441","0.0-2.0-1.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1690.300000011921}]","1690.699999988079","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","5","24943","0.0-2.0-2.0-0.0","battery-v0.2","","","2496.199999988079","[""tiger""]","0","16","843","201","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","6","26123","0.0-2.0-2.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1173.1000000238419}]","1173.4000000357628","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","7","123335","0.0-2.0-3.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":7935.399999976158},{""page_index"":1,""viewing_time"":5172.699999988079},{""page_index"":2,""viewing_time"":6838.600000023842},{""page_index"":3,""viewing_time"":5287.5},{""page_index"":4,""viewing_time"":6770.800000011921},{""page_index"":5,""viewing_time"":6859.599999964237},{""page_index"":6,""viewing_time"":6702.199999988079},{""page_index"":7,""viewing_time"":6970.400000035763},{""page_index"":8,""viewing_time"":7971.699999988079},{""page_index"":9,""viewing_time"":8405.899999976158},{""page_index"":10,""viewing_time"":7989.800000011921},{""page_index"":11,""viewing_time"":7834.300000011921},{""page_index"":12,""viewing_time"":7363.399999976158},{""page_index"":13,""viewing_time"":5101.800000011921}]","97204.69999998808","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","8","127174","0.0-2.0-4.0-0.0","battery-v0.2","","","977.3999999761581","","","16","843","201","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1829.2999999523163]","1","0","0","","","","","","","","",""
"pit-trial","9","130723","0.0-2.0-4.1-0.1","battery-v0.2","","","684.3000000119209","","","16","843","201","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1535.2000000476837]","1","0","0","","","","","","","","",""
"pit-trial","10","134380","0.0-2.0-4.2-0.2","battery-v0.2","","","786.4000000357628","","","16","843","201","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1646]","1","0","0","","","","","","","","",""
"pit-trial","11","137956","0.0-2.0-4.3-0.3","battery-v0.2","","","714.8999999761581","","","16","843","201","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1567.0999999642372]","1","0","0","","","","","","","","",""
"pit-trial","12","141495","0.0-2.0-4.4-0.4","battery-v0.2","","","677.5999999642372","","","16","843","201","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1529.699999988079]","1","0","0","","","","","","","","",""
"pit-instructions","13","163994","0.0-2.0-5.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":5961},{""page_index"":1,""viewing_time"":5927.800000011921},{""page_index"":2,""viewing_time"":5220},{""page_index"":3,""viewing_time"":5380}]","22489.5","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","14","168860","0.0-2.0-6.0-0.0","battery-v0.2","","","-1","","","16","843","201","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","[]","0","0","1","","","","","","","","",""
"pit-trial","15","173726","0.0-2.0-6.1-0.1","battery-v0.2","","","-1","","","16","843","201","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","[]","0","0","1","","","","","","","","",""
"pit-trial","16","178589","0.0-2.0-6.2-0.2","battery-v0.2","","","-1","","","16","843","201","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","[]","0","0","1","","","","","","","","",""
"pit-trial","17","183454","0.0-2.0-6.3-0.3","battery-v0.2","","","-1","","","16","843","201","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","[]","0","0","1","","","","","","","","",""
"pit-trial","18","188321","0.0-2.0-6.4-0.4","battery-v0.2","","","-1","","","16","843","201","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","[]","0","0","1","","","","","","","","",""
