"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","subject","participantId","value","responses","num_errors","sub","trial","stimulus","robot","valence","action","sham"
"pavlovia","0","14","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","1","113373","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":4395.800000000279},{""page_index"":1,""viewing_time"":6568.199999999721},{""page_index"":2,""viewing_time"":5267.899999999907},{""page_index"":3,""viewing_time"":5835.600000000093},{""page_index"":4,""viewing_time"":28774.200000000186},{""page_index"":5,""viewing_time"":2751.600000000093},{""page_index"":6,""viewing_time"":5951.0999999996275},{""page_index"":7,""viewing_time"":3484.600000000093},{""page_index"":8,""viewing_time"":3951.399999999907},{""page_index"":9,""viewing_time"":4800.5},{""page_index"":10,""viewing_time"":3251.3000000002794},{""page_index"":11,""viewing_time"":1917.3999999999069},{""page_index"":12,""viewing_time"":3584.2000000001863},{""page_index"":13,""viewing_time"":5318.199999999721},{""page_index"":14,""viewing_time"":9869.700000000186},{""page_index"":15,""viewing_time"":2600.5},{""page_index"":16,""viewing_time"":9236.600000000093},{""page_index"":17,""viewing_time"":5801.199999999721}]","113360.5","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","2","116460","0.0-1.0-1.0-0.0","battery-v0.2","","229.70000000018626","&#9776;","elianto","#3366ff99","32","32","1","+10","1081.2000000001863","1","0","1","5ee95e0e8737a0304baac70a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999","","","","","","","","","",""
"pit-trial","3","119566","0.0-1.0-1.0-1.0","battery-v0.2","","250.29999999981374","&#9776;","elianto","#3366ff99","32","32","1","+10","1100.7000000001863","1","0","1","5ee95e0e8737a0304baac70a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999","","","","","","","","","",""
"pit-trial","4","122512","0.0-1.0-1.0-2.0","battery-v0.2","","90.60000000009313","&#9776;","elianto","#3366ff99","32","32","1","+10","942.1000000000931","1","0","1","5ee95e0e8737a0304baac70a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999","","","","","","","","","",""
"pit-trial","5","126300","0.0-1.0-1.0-3.0","battery-v0.2","","935.2999999998137","&#9776;","elianto","#3366ff99","32","32","1","0","1785.6000000000931","1","0","1","5ee95e0e8737a0304baac70a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999","","","","","","","","","",""
"pit-trial","6","129551","0.0-1.0-1.0-4.0","battery-v0.2","","399.79999999981374","&#9776;","elianto","#3366ff99","32","32","1","+10","1249.8999999999069","1","0","1","5ee95e0e8737a0304baac70a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999","","","","","","","","","",""
"call-function","7","129552","0.0-1.0-2.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","8","160769","0.0-1.0-3.0","battery-v0.2","[{""page_index"":0,""viewing_time"":10260.19999999972},{""page_index"":1,""viewing_time"":8503.200000000186},{""page_index"":2,""viewing_time"":7285.100000000093},{""page_index"":3,""viewing_time"":5168.0999999996275}]","31216.899999999907","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","9","163910","0.0-1.0-4.0-0.0","battery-v0.2","","285.39999999990687","&#9761;","elianto","#3366ff99","-1","32","0","0","1136.5","1","0","2","5ee95e0e8737a0304baac70a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999","","","","","","","","","",""
"pit-trial","10","166845","0.0-1.0-4.0-1.0","battery-v0.2","","78.29999999981374","&#9761;","elianto","#3366ff99","-1","32","0","0","931.1999999997206,1392.8999999999069","2","0","2","5ee95e0e8737a0304baac70a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999","","","","","","","","","",""
"pit-trial","11","170041","0.0-1.0-4.0-2.0","battery-v0.2","","340.39999999990687","&#9761;","elianto","#3366ff99","-1","32","0","0","1192.1000000000931","1","0","2","5ee95e0e8737a0304baac70a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999","","","","","","","","","",""
"pit-trial","12","174900","0.0-1.0-4.0-3.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","5ee95e0e8737a0304baac70a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999","","","","","","","","","",""
"pit-trial","13","179756","0.0-1.0-4.0-4.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","0","","0","0","2","5ee95e0e8737a0304baac70a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999","","","","","","","","","",""
"pit-trial","14","184608","0.0-1.0-4.1-0.1","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","5ee95e0e8737a0304baac70a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999","","","","","","","","","",""
"pit-trial","15","189466","0.0-1.0-4.1-1.1","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","5ee95e0e8737a0304baac70a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999","","","","","","","","","",""
"pit-trial","16","194325","0.0-1.0-4.1-2.1","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","5ee95e0e8737a0304baac70a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999","","","","","","","","","",""
"pit-trial","17","199184","0.0-1.0-4.1-3.1","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","5ee95e0e8737a0304baac70a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999","","","","","","","","","",""
"pit-trial","18","204036","0.0-1.0-4.1-4.1","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","0","","0","0","2","5ee95e0e8737a0304baac70a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999","","","","","","","","","",""
"call-function","19","204037","0.0-1.0-5.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","20","215916","0.0-1.0-6.0","battery-v0.2","[{""page_index"":0,""viewing_time"":7894.899999999907},{""page_index"":1,""viewing_time"":3984.7000000001863}]","11879.899999999907","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","21","220159","0.0-1.0-7.0-0.0","battery-v0.2","","1385","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","2236.5","1","0","3","5ee95e0e8737a0304baac70a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999","","","","","","","","","",""
"pit-trial","22","225012","0.0-1.0-7.0-1.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","5ee95e0e8737a0304baac70a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999","","","","","","","","","",""
"pit-trial","23","229871","0.0-1.0-7.0-2.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","-10","","0","0","3","5ee95e0e8737a0304baac70a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999","","","","","","","","","",""
"pit-trial","24","234723","0.0-1.0-7.0-3.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","5ee95e0e8737a0304baac70a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999","","","","","","","","","",""
"pit-trial","25","239577","0.0-1.0-7.0-4.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","5ee95e0e8737a0304baac70a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999","","","","","","","","","",""
"call-function","26","239578","0.0-1.0-8.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","27","261627","0.0-1.0-9.0","battery-v0.2","[{""page_index"":0,""viewing_time"":15231.19999999972},{""page_index"":1,""viewing_time"":6818.100000000093}]","22049.5","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","28","264795","0.0-1.0-10.0-0.0","battery-v0.2","","313.3000000002794","&#9789;","elianto","#f73b6a7A","32","32","1","0","1163.5","1","0","4","5ee95e0e8737a0304baac70a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999","","","","","","","","","",""
"pit-trial","29","268381","0.0-1.0-10.0-1.0","battery-v0.2","","734.5","&#9789;","elianto","#f73b6a7A","32","32","1","0","1584.8999999999069","1","0","4","5ee95e0e8737a0304baac70a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999","","","","","","","","","",""
"pit-trial","30","272616","0.0-1.0-10.0-2.0","battery-v0.2","","1378.8000000002794","&#9789;","elianto","#f73b6a7A","32","32","1","0","2228.9000000003725","1","0","4","5ee95e0e8737a0304baac70a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999","","","","","","","","","",""
"pit-trial","31","276144","0.0-1.0-10.0-3.0","battery-v0.2","","674.6999999997206","&#9789;","elianto","#f73b6a7A","32","32","1","0","1526.5999999996275","1","0","4","5ee95e0e8737a0304baac70a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999","","","","","","","","","",""
"pit-trial","32","279315","0.0-1.0-10.0-4.0","battery-v0.2","","320.5","&#9789;","elianto","#f73b6a7A","32","32","1","-10","1170.6000000000931,1846.5","2","0","4","5ee95e0e8737a0304baac70a&order=2&STUDY_ID=61bb98616f28aedf5237274a","999","","","","","","","","","",""
"call-function","33","279316","0.0-1.0-11.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","34","422052","0.0-1.0-12.0","battery-v0.2","[{""page_index"":0,""viewing_time"":16203.600000000093},{""page_index"":1,""viewing_time"":12221.5},{""page_index"":2,""viewing_time"":7767.700000000186},{""page_index"":3,""viewing_time"":105015.1000000001},{""page_index"":4,""viewing_time"":1531.1999999997206}]","142739.40000000037","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","35","424338","0.0-1.0-13.0-0.0","battery-v0.2","","2284.5","","","","","","","","","","","","","","","SPACE","0","","","","","","",""
"pit-instructions","36","425588","0.0-1.0-13.0-1.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1241}]","1241.3000000002794","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","37","439675","0.0-1.0-14.0-0.0","battery-v0.2","","14086.19999999972","","","","","","","","","","","","","","","undefined","1","","","","","","",""
"pit-instructions","38","442327","0.0-1.0-14.0-1.0","battery-v0.2","[{""page_index"":0,""viewing_time"":2645.600000000093}]","2645.899999999907","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","39","442878","0.0-1.0-14.0-2.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":549.2000000001863}]","549.5","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","40","445660","0.0-1.0-14.1-0.1","battery-v0.2","","2781.2999999998137","","","","","","","","","","","","","","","10","0","","","","","","",""
"pit-instructions","41","446759","0.0-1.0-14.1-1.1","battery-v0.2","[{""page_index"":0,""viewing_time"":1092.9000000003725}]","1093.2000000001863","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","42","454179","0.0-1.0-15.0-0.0","battery-v0.2","","7418.399999999907","","","","","","","","","","","","","","","0","0","","","","","","",""
"pit-instructions","43","455262","0.0-1.0-15.0-1.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1076.5}]","1076.7999999998137","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","44","461531","0.0-1.0-16.0-0.0","battery-v0.2","","6267.600000000093","","","","","","","","","","","","","","","True","0","","","","","","",""
"pit-instructions","45","462748","0.0-1.0-16.0-1.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1210.5}]","1210.7000000001863","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","46","464848","0.0-1.0-17.0-0.0","battery-v0.2","","2099","","","","","","","","","","","","","","","True","0","","","","","","",""
"pit-instructions","47","465748","0.0-1.0-17.0-1.0","battery-v0.2","[{""page_index"":0,""viewing_time"":893.6000000000931}]","893.7000000001863","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","48","469516","0.0-1.0-18.0-0.0","battery-v0.2","","3767.100000000093","","","","","","","","","","","","","","","True","0","","","","","","",""
"pit-instructions","49","470633","0.0-1.0-18.0-1.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1109.9000000003725}]","1110.2000000001863","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","50","481202","0.0-2.0","battery-v0.2","[{""page_index"":0,""viewing_time"":2249.600000000093},{""page_index"":1,""viewing_time"":5751.600000000093},{""page_index"":2,""viewing_time"":2566.899999999907}]","10568.299999999814","","","","","","","","","","","","","","","","","","","","","","",""
