"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value"
"pavlovia","0","38","0.0-0.0","battery-v0.2","","","","","","","","","","","","","",""
"pit-instructions","1","4389","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1541.559999999663},{""page_index"":1,""viewing_time"":499.920000000202},{""page_index"":2,""viewing_time"":359.9099999992177},{""page_index"":3,""viewing_time"":484.0300000014395},{""page_index"":4,""viewing_time"":696.0849999995844},{""page_index"":5,""viewing_time"":163.909999999305},{""page_index"":6,""viewing_time"":148.059999999532},{""page_index"":7,""viewing_time"":149.93500000127824},{""page_index"":8,""viewing_time"":156.02000000035332},{""page_index"":9,""viewing_time"":147.96500000011292}]","4348.140000000058","","","","","","","","","","","",""
"pit-trial","2","8418","0.0-1.0-1.0-0.0","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","1489.7500000006403","1","0","1",""
"pit-trial","3","12448","0.0-1.0-1.1-0.1","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","4","15524","0.0-1.0-1.2-0.2","battery-v0.2","","354.1449999993347","1","elianto","#3366ff99","32","32","1","+10","1854.7299999991083","1","0","1",""
"pit-trial","5","18657","0.0-1.0-1.3-0.3","battery-v0.2","","406.6050000001269","1","elianto","#3366ff99","32","32","1","+10","1906.9749999998749","1","0","1",""
"pit-trial","6","22698","0.0-1.0-1.4-0.4","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","7","26763","0.0-1.0-1.5-0.5","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","8","31766","0.0-1.0-1.6-0.6","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","9","36761","0.0-1.0-1.7-0.7","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","10","41764","0.0-1.0-1.8-0.8","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","11","46771","0.0-1.0-1.9-0.9","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","12","51772","0.0-1.0-1.10-0.10","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","13","56758","0.0-1.0-1.11-0.11","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","14","61767","0.0-1.0-1.12-0.12","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","15","66774","0.0-1.0-1.13-0.13","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","16","71769","0.0-1.0-1.14-0.14","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","17","76763","0.0-1.0-1.15-0.15","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","18","81767","0.0-1.0-1.16-0.16","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","19","86768","0.0-1.0-1.17-0.17","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","20","91773","0.0-1.0-1.18-0.18","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","21","96763","0.0-1.0-1.19-0.19","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
