"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","age","subject","participantId","value"
"pavlovia","0","4","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","1","3788","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1850.800000011921},{""page_index"":1,""viewing_time"":181.19999998807907},{""page_index"":2,""viewing_time"":183.60000002384186},{""page_index"":3,""viewing_time"":150.60000002384186},{""page_index"":4,""viewing_time"":182.89999997615814},{""page_index"":5,""viewing_time"":166.19999998807907},{""page_index"":6,""viewing_time"":183.80000001192093},{""page_index"":7,""viewing_time"":183.5},{""page_index"":8,""viewing_time"":166.39999997615814},{""page_index"":9,""viewing_time"":166.9000000357628},{""page_index"":10,""viewing_time"":183.30000001192093},{""page_index"":11,""viewing_time"":183.29999995231628}]","3783.300000011921","","","","","","","","","","","","","","",""
"pit-trial","2","7760","0.0-1.0-1.0-0.0","battery-v0.2","","466.39999997615814","&#9776;","elianto","#3366ff99","32","32","1","+10","1966.5","1","0","1","998","100&age=998&participant_ID=5&order=1","5",""
"pit-trial","3","11437","0.0-1.0-1.0-1.0","battery-v0.2","","172.69999998807907","&#9776;","elianto","#3366ff99","32","32","1","+10","1280.199999988079,1673.199999988079","2","0","1","998","100&age=998&participant_ID=5&order=1","5",""
"pit-trial","4","15173","0.0-1.0-1.0-2.0","battery-v0.2","","231","&#9776;","elianto","#3366ff99","32","32","1","+10","1731.5","1","0","1","998","100&age=998&participant_ID=5&order=1","5",""
"pit-trial","5","18816","0.0-1.0-1.0-3.0","battery-v0.2","","138.5999999642372","&#9776;","elianto","#3366ff99","32","32","1","0","1639.300000011921","1","0","1","998","100&age=998&participant_ID=5&order=1","5",""
"pit-trial","6","22563","0.0-1.0-1.0-4.0","battery-v0.2","","242.5","&#9776;","elianto","#3366ff99","32","32","1","+10","1381.5,1742.699999988079","2","0","1","998","100&age=998&participant_ID=5&order=1","5",""
"call-function","7","22565","0.0-1.0-2.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","8","28227","0.0-1.0-3.0","battery-v0.2","[{""page_index"":0,""viewing_time"":4795.199999988079},{""page_index"":1,""viewing_time"":183},{""page_index"":2,""viewing_time"":166.5},{""page_index"":3,""viewing_time"":167.10000002384186},{""page_index"":4,""viewing_time"":183.5},{""page_index"":5,""viewing_time"":166.5999999642372}]","5662.399999976158","","","","","","","","","","","","","","",""
"pit-trial","9","33034","0.0-1.0-4.0-0.0","battery-v0.2","","1303.800000011921","&#9761;","elianto","#3366ff99","-1","32","0","0","2804.599999964237","1","0","2","998","100&age=998&participant_ID=5&order=1","5",""
"pit-trial","10","36684","0.0-1.0-4.0-1.0","battery-v0.2","","142.69999998807907","&#9761;","elianto","#3366ff99","-1","32","0","0","1643.7999999523163","1","0","2","998","100&age=998&participant_ID=5&order=1","5",""
