"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value"
"pavlovia","0","24","0.0-0.0","battery-v0.2","","","","","","","","","","","","","",""
"pit-instructions","1","3367","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1656.7549999999756},{""page_index"":1,""viewing_time"":147.8399999996327},{""page_index"":2,""viewing_time"":150.02000000094995},{""page_index"":3,""viewing_time"":164.0449999995326},{""page_index"":4,""viewing_time"":381.98000000011234},{""page_index"":5,""viewing_time"":155.99999999903957},{""page_index"":6,""viewing_time"":165.9250000011525},{""page_index"":7,""viewing_time"":180.1500000001397},{""page_index"":8,""viewing_time"":172.1399999987625},{""page_index"":9,""viewing_time"":163.76500000114902}]","3339.0199999994365","","","","","","","","","","","",""
"pit-trial","2","7386","0.0-1.0-1.0-0.0","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","3","11397","0.0-1.0-1.1-0.1","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","4","15411","0.0-1.0-1.2-0.2","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","5","20714","0.0-1.0-1.3-0.3","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","6","25707","0.0-1.0-1.4-0.4","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","7","30718","0.0-1.0-1.5-0.5","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","8","35715","0.0-1.0-1.6-0.6","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","9","40714","0.0-1.0-1.7-0.7","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","10","45715","0.0-1.0-1.8-0.8","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","11","50706","0.0-1.0-1.9-0.9","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","12","55705","0.0-1.0-1.10-0.10","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","13","60713","0.0-1.0-1.11-0.11","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","14","65718","0.0-1.0-1.12-0.12","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","15","70749","0.0-1.0-1.13-0.13","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","16","75719","0.0-1.0-1.14-0.14","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","17","80711","0.0-1.0-1.15-0.15","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","18","85707","0.0-1.0-1.16-0.16","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","19","90716","0.0-1.0-1.17-0.17","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","20","95718","0.0-1.0-1.18-0.18","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","21","100708","0.0-1.0-1.19-0.19","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","22","105710","0.0-1.0-1.20-0.20","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","23","110709","0.0-1.0-1.21-0.21","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","24","115713","0.0-1.0-1.22-0.22","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","25","120712","0.0-1.0-1.23-0.23","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","26","125716","0.0-1.0-1.24-0.24","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","27","130706","0.0-1.0-1.25-0.25","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","28","135718","0.0-1.0-1.26-0.26","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","29","140713","0.0-1.0-1.27-0.27","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","30","145706","0.0-1.0-1.28-0.28","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","31","150708","0.0-1.0-1.29-0.29","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","32","155711","0.0-1.0-1.30-0.30","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","33","160714","0.0-1.0-1.31-0.31","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","34","165713","0.0-1.0-1.32-0.32","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","35","170710","0.0-1.0-1.33-0.33","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","36","175714","0.0-1.0-1.34-0.34","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","37","180714","0.0-1.0-1.35-0.35","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","38","185710","0.0-1.0-1.36-0.36","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","39","190714","0.0-1.0-1.37-0.37","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","40","195710","0.0-1.0-1.38-0.38","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","41","200711","0.0-1.0-1.39-0.39","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","42","205832","0.0-1.0-1.40-0.40","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
"pit-trial","43","210706","0.0-1.0-1.41-0.41","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1",""
