"trial_type","trial_index","time_elapsed","internal_node_id","task_version","success","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","subject","participantId","value","responses","num_errors"
"pit-instructions","10","88755","0.0-2.0-1.6-1.6-0.6","battery-v0.2","","[{""page_index"":0,""viewing_time"":4159.600000023842},{""page_index"":1,""viewing_time"":1083.300000011921}]","5243.400000035763","","","","","","","","","","","","","","","",""
"pit-trial","11","91688","0.0-2.0-1.7-0.7","battery-v0.2","","","75.79999995231628","&#9784;","elianto","#FFFFF080","32","32","1","&#10004","926.1999999880791","1","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","12","94922","0.0-2.0-1.8-0.8","battery-v0.2","","","380.10000002384186","&#9784;","elianto","#FFFFF080","32","32","1","&#10004","1230.6000000238419","1","0","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-instructions","13","138077","0.0-2.0-2.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":19329.100000023842},{""page_index"":1,""viewing_time"":3249.599999964237},{""page_index"":2,""viewing_time"":1742.800000011921},{""page_index"":3,""viewing_time"":18830.19999998808}]","43152.10000002384","","","","","","","","","","","","","","","",""
"pit-trial","14","142932","0.0-2.0-3.0-0.0","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","15","147786","0.0-2.0-3.1-0.1","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","16","152644","0.0-2.0-3.2-0.2","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","17","157506","0.0-2.0-3.3-0.3","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","18","162361","0.0-2.0-3.4-0.4","battery-v0.2","","","-1","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-instructions","19","203426","0.0-2.0-4.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":3124.300000011921},{""page_index"":1,""viewing_time"":3102.899999976158},{""page_index"":2,""viewing_time"":2755.300000011921},{""page_index"":3,""viewing_time"":3070.5},{""page_index"":4,""viewing_time"":3210.599999964237},{""page_index"":5,""viewing_time"":2358.400000035763},{""page_index"":6,""viewing_time"":5347.399999976158},{""page_index"":7,""viewing_time"":1147.6000000238419},{""page_index"":8,""viewing_time"":1277},{""page_index"":9,""viewing_time"":12777.599999964237},{""page_index"":10,""viewing_time"":2890.400000035763}]","41062.5","","","","","","","","","","","","","","","",""
"pit-trial","20","208288","0.0-2.0-5.0-0.0","battery-v0.2","","","-1","&#9776;","elianto","#3366ff99","32","-1","0","0","","0","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","21","212043","0.0-2.0-5.0-1.0","battery-v0.2","","","899.6000000238419","&#9776;","elianto","#3366ff99","32","32","1","+10","1751.800000011921","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","22","215274","0.0-2.0-5.0-2.0","battery-v0.2","","","376.7999999523163","&#9776;","elianto","#3366ff99","32","32","1","+10","1227.300000011921","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","23","218902","0.0-2.0-5.0-3.0","battery-v0.2","","","769.7999999523163","&#9776;","elianto","#3366ff99","32","32","1","0","789.3000000119209,1620.5","2","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","24","221975","0.0-2.0-5.0-4.0","battery-v0.2","","","215.80000001192093","&#9776;","elianto","#3366ff99","32","32","1","+10","1066.6000000238419","1","0","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"call-function","25","221977","0.0-2.0-6.0","battery-v0.2","","","","","","","","","","","","","","","","","","",""
"pit-instructions","26","248578","0.0-2.0-7.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":19280.5},{""page_index"":1,""viewing_time"":1196.3999999761581},{""page_index"":2,""viewing_time"":2442.5},{""page_index"":3,""viewing_time"":3680}]","26599.80000001192","","","","","","","","","","","","","","","",""
"pit-trial","27","253438","0.0-2.0-8.0-0.0","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","28","258294","0.0-2.0-8.0-1.0","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","29","263153","0.0-2.0-8.0-2.0","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","30","268014","0.0-2.0-8.0-3.0","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","0","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","31","272869","0.0-2.0-8.0-4.0","battery-v0.2","","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"call-function","32","272870","0.0-2.0-9.0","battery-v0.2","","","","","","","","","","","","","","","","","","",""
"pit-instructions","33","285606","0.0-2.0-10.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":8644},{""page_index"":1,""viewing_time"":4091.7000000476837}]","12735.900000035763","","","","","","","","","","","","","","","",""
"pit-trial","34","289566","0.0-2.0-11.0-0.0","battery-v0.2","","","1100.800000011921","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","1952.8999999761581","1","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","35","292560","0.0-2.0-11.0-1.0","battery-v0.2","","","140.19999998807907","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","990.6999999880791","1","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","36","295554","0.0-2.0-11.0-2.0","battery-v0.2","","","135.4000000357628","&#9826;","elianto","#f73b6a7A","-1","32","0","-10","987.3000000119209","1","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","37","300412","0.0-2.0-11.0-3.0","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","-10","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","38","305267","0.0-2.0-11.0-4.0","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","39","310125","0.0-2.0-11.1-0.1","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","40","314983","0.0-2.0-11.1-1.1","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","41","319838","0.0-2.0-11.1-2.1","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","42","324695","0.0-2.0-11.1-3.1","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","-10","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","43","329555","0.0-2.0-11.1-4.1","battery-v0.2","","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"call-function","44","329556","0.0-2.0-12.0","battery-v0.2","","","","","","","","","","","","","","","","","","",""
"pit-instructions","45","342699","0.0-2.0-13.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":3403.300000011921},{""page_index"":1,""viewing_time"":9739}]","13142.699999988079","","","","","","","","","","","","","","","",""
"pit-trial","46","347556","0.0-2.0-14.0-0.0","battery-v0.2","","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","2915.2000000476837","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","47","350996","0.0-2.0-14.0-1.0","battery-v0.2","","","582.6999999880791","&#9789;","elianto","#f73b6a7A","32","32","1","0","1433.5","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","48","355856","0.0-2.0-14.0-2.0","battery-v0.2","","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","49","360715","0.0-2.0-14.0-3.0","battery-v0.2","","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","0","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","50","365574","0.0-2.0-14.0-4.0","battery-v0.2","","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","51","370428","0.0-2.0-14.1-0.1","battery-v0.2","","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","52","375290","0.0-2.0-14.1-1.1","battery-v0.2","","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","53","380146","0.0-2.0-14.1-2.1","battery-v0.2","","","-1","&#9789;","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","54","383914","0.0-2.0-14.1-3.1","battery-v0.2","","","913.7999999523163","&#9789;","elianto","#f73b6a7A","32","32","1","-10","1765.5999999642372","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","55","387421","0.0-2.0-14.1-4.1","battery-v0.2","","","651.2000000476837","&#9789;","elianto","#f73b6a7A","32","32","1","0","1503","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","56","390502","0.0-2.0-14.2-0.2","battery-v0.2","","","225.0999999642372","&#9789;","elianto","#f73b6a7A","32","32","1","0","1076.4000000357628","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","57","393513","0.0-2.0-14.2-1.2","battery-v0.2","","","156.9000000357628","&#9789;","elianto","#f73b6a7A","32","32","1","0","1008.3000000119209","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","58","396507","0.0-2.0-14.2-2.2","battery-v0.2","","","136.80000001192093","&#9789;","elianto","#f73b6a7A","32","32","1","0","987.4000000357628","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","59","399426","0.0-2.0-14.2-3.2","battery-v0.2","","","61.80000001192093","&#9789;","elianto","#f73b6a7A","32","32","1","-10","912","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"pit-trial","60","402393","0.0-2.0-14.2-4.2","battery-v0.2","","","111.70000004768372","&#9789;","elianto","#f73b6a7A","32","32","1","0","962.4000000357628","1","0","4","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","999","","",""
"call-function","61","402394","0.0-2.0-15.0","battery-v0.2","","","","","","","","","","","","","","","","","","",""
"pit-instructions","62","409511","0.0-2.0-16.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1851.699999988079},{""page_index"":1,""viewing_time"":1479.699999988079},{""page_index"":2,""viewing_time"":1933.5},{""page_index"":3,""viewing_time"":1033.8999999761581},{""page_index"":4,""viewing_time"":816.4000000357628}]","7115.799999952316","","","","","","","","","","","","","","","",""
"pit-comprehension","63","414283","0.0-2.0-17.0-0.0","battery-v0.2","","","4768.600000023842","","","","","","","","","","","","","","","SPACE","0"
"pit-instructions","64","415131","0.0-2.0-17.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":815.8000000119209}]","816.3000000119209","","","","","","","","","","","","","","","",""
"pit-comprehension","65","418389","0.0-2.0-18.0-0.0","battery-v0.2","","","3254.699999988079","","","","","","","","","","","","","","","10","0"
"pit-instructions","66","419261","0.0-2.0-18.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":848.4000000357628}]","849","","","","","","","","","","","","","","","",""
"pit-comprehension","67","440040","0.0-2.0-19.0-0.0","battery-v0.2","","","20776.30000001192","","","","","","","","","","","","","","","0","0"
"pit-instructions","68","440864","0.0-2.0-19.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":801}]","801.6000000238419","","","","","","","","","","","","","","","",""
"pit-comprehension","69","446321","0.0-2.0-20.0-0.0","battery-v0.2","","","5453.899999976158","","","","","","","","","","","","","","","True","0"
"pit-instructions","70","447112","0.0-2.0-20.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":766.5}]","766.6999999880791","","","","","","","","","","","","","","","",""
"pit-comprehension","71","449368","0.0-2.0-21.0-0.0","battery-v0.2","","","2253.300000011921","","","","","","","","","","","","","","","True","0"
"pit-instructions","72","450192","0.0-2.0-21.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":800.6999999880791}]","801.0999999642372","","","","","","","","","","","","","","","",""
"pit-comprehension","73","452852","0.0-2.0-22.0-0.0","battery-v0.2","","","2657.400000035763","","","","","","","","","","","","","","","True","0"
"pit-instructions","74","453635","0.0-2.0-22.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":758.6999999880791}]","759.1000000238419","","","","","","","","","","","","","","","",""
"pit-comprehension","75","456377","0.0-2.0-23.0-0.0","battery-v0.2","","","2739","","","","","","","","","","","","","","","False","1"
"pit-instructions","76","457920","0.0-2.0-23.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1518}]","1518.3999999761581","","","","","","","","","","","","","","","",""
