"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","responses","num_errors","quiz"
"pavlovia","0","12","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","1","4642","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":2978.8000000000466},{""page_index"":1,""viewing_time"":150},{""page_index"":2,""viewing_time"":148},{""page_index"":3,""viewing_time"":139.80000000004657},{""page_index"":4,""viewing_time"":147.69999999995343},{""page_index"":5,""viewing_time"":142.4000000001397},{""page_index"":6,""viewing_time"":163.39999999990687},{""page_index"":7,""viewing_time"":148.69999999995343},{""page_index"":8,""viewing_time"":147.9000000001397},{""page_index"":9,""viewing_time"":157.89999999990687},{""page_index"":10,""viewing_time"":156.19999999995343},{""page_index"":11,""viewing_time"":147.30000000004657}]","4628.40000000014","","","","","","","","","","","","","","",""
"pit-trial","2","8401","0.0-1.0-1.0-0.0","battery-v0.2","","255.89999999990687","&#9776;","elianto","#3366ff99","32","32","1","+10","1756","1","0","1","","","",""
"pit-trial","3","12096","0.0-1.0-1.0-1.0","battery-v0.2","","191.69999999995343","&#9776;","elianto","#3366ff99","32","32","1","+10","1691.6999999999534","1","0","1","","","",""
"pit-trial","4","16016","0.0-1.0-1.0-2.0","battery-v0.2","","414.80000000004657","&#9776;","elianto","#3366ff99","32","32","1","+10","1914.7000000001863","1","0","1","","","",""
"pit-trial","5","19535","0.0-1.0-1.0-3.0","battery-v0.2","","16.800000000046566","&#9776;","elianto","#3366ff99","32","32","1","0","1516.8999999999069,2173.6999999999534","2","0","1","","","",""
"pit-trial","6","23248","0.0-1.0-1.0-4.0","battery-v0.2","","209.69999999995343","&#9776;","elianto","#3366ff99","32","32","1","+10","1709.6999999999534","1","0","1","","","",""
"call-function","7","23250","0.0-1.0-2.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","8","29781","0.0-1.0-3.0","battery-v0.2","[{""page_index"":0,""viewing_time"":3619.6999999999534},{""page_index"":1,""viewing_time"":1362},{""page_index"":2,""viewing_time"":390},{""page_index"":3,""viewing_time"":384},{""page_index"":4,""viewing_time"":422},{""page_index"":5,""viewing_time"":352.20000000018626}]","6530.5","","","","","","","","","","","","","","",""
"pit-trial","9","33904","0.0-1.0-4.0-0.0","battery-v0.2","","620","&#9761;","elianto","#3366ff99","-1","32","0","0","2119.1999999999534","1","0","2","","","",""
"pit-trial","10","39407","0.0-1.0-4.0-1.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","",""
"pit-trial","11","44910","0.0-1.0-4.0-2.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","",""
"pit-trial","12","50413","0.0-1.0-4.0-3.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","",""
"pit-trial","13","55917","0.0-1.0-4.0-4.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","0","","0","0","2","","","",""
"call-function","14","55919","0.0-1.0-5.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","15","71953","0.0-1.0-6.0","battery-v0.2","[{""page_index"":0,""viewing_time"":15458.399999999907},{""page_index"":1,""viewing_time"":172},{""page_index"":2,""viewing_time"":134},{""page_index"":3,""viewing_time"":132},{""page_index"":4,""viewing_time"":133.9000000001397}]","16031.09999999986","","","","","","","","","","","","","","",""
"pit-trial","16","77457","0.0-1.0-7.0-0.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","",""
"pit-trial","17","82961","0.0-1.0-7.0-1.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","",""
"pit-trial","18","88463","0.0-1.0-7.0-2.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","-10","","0","0","3","","","",""
"pit-trial","19","93966","0.0-1.0-7.0-3.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","",""
"pit-trial","20","99469","0.0-1.0-7.0-4.0","battery-v0.2","","-1","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","","0","0","3","","","",""
"call-function","21","99471","0.0-1.0-8.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","22","106325","0.0-1.0-9.0","battery-v0.2","[{""page_index"":0,""viewing_time"":6287.90000000014},{""page_index"":1,""viewing_time"":564.1999999999534}]","6852.90000000014","","","","","","","","","","","","","","",""
"pit-trial","23","110096","0.0-1.0-10.0-0.0","battery-v0.2","","267.30000000004657","&#9789;","elianto","#f73b6a7A","32","32","1","0","1766.4000000001397","1","0","4","","","",""
"pit-trial","24","113792","0.0-1.0-10.0-1.0","battery-v0.2","","192.69999999995343","&#9789;","elianto","#f73b6a7A","32","32","1","0","1692.8000000000466","1","0","4","","","",""
"pit-trial","25","117616","0.0-1.0-10.0-2.0","battery-v0.2","","321.5999999998603","&#9789;","elianto","#f73b6a7A","32","32","1","0","1821.6999999999534","1","0","4","","","",""
"pit-trial","26","121375","0.0-1.0-10.0-3.0","battery-v0.2","","256.39999999990687","&#9789;","elianto","#f73b6a7A","32","32","1","0","1756.3999999999069","1","0","4","","","",""
"pit-trial","27","125343","0.0-1.0-10.0-4.0","battery-v0.2","","464.69999999995343","&#9789;","elianto","#f73b6a7A","32","32","1","-10","1964.6999999999534","1","0","4","","","",""
"call-function","28","125345","0.0-1.0-11.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","29","141880","0.0-1.0-12.0","battery-v0.2","[{""page_index"":0,""viewing_time"":3528.1999999999534},{""page_index"":1,""viewing_time"":8477.899999999907},{""page_index"":2,""viewing_time"":1534.1000000000931},{""page_index"":3,""viewing_time"":829.8999999999069},{""page_index"":4,""viewing_time"":677.7000000001863},{""page_index"":5,""viewing_time"":821.8999999999069},{""page_index"":6,""viewing_time"":664.1000000000931}]","16534.5","","","","","","","","","","","","","","",""
"pit-comprehension","30","151783","0.0-1.0-13.0","battery-v0.2","","9897.40000000014","","","","","","","","","","","","","SPACE,10,10,True,True,True","0","1"
