"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","responses","num_errors","quiz"
"pavlovia","0","15","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","1","3820","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":1834.9000000059605},{""page_index"":1,""viewing_time"":191.09999999403954},{""page_index"":2,""viewing_time"":191.10000002384186},{""page_index"":3,""viewing_time"":169},{""page_index"":4,""viewing_time"":179.7999999821186},{""page_index"":5,""viewing_time"":168.5},{""page_index"":6,""viewing_time"":169},{""page_index"":7,""viewing_time"":191.30000001192093},{""page_index"":8,""viewing_time"":168.90000000596046},{""page_index"":9,""viewing_time"":180},{""page_index"":10,""viewing_time"":168.69999998807907},{""page_index"":11,""viewing_time"":191.09999999403954}]","3804","","","","","","","","","","","","","","",""
"pit-trial","2","8508","0.0-1.0-1.0-0.0","battery-v0.2","","1183.0999999940395","&#9776;","elianto","#3366ff99","32","32","1","+10","2685.2999999821186","1","0","1","","","",""
"pit-trial","3","13023","0.0-1.0-1.0-1.0","battery-v0.2","","1005.6000000238419","&#9776;","elianto","#3366ff99","32","32","1","+10","2507.9000000059605","1","0","1","","","",""
"pit-trial","4","16809","0.0-1.0-1.0-2.0","battery-v0.2","","283.2000000178814","&#9776;","elianto","#3366ff99","32","32","1","+10","1784","1","0","1","","","",""
"pit-trial","5","20927","0.0-1.0-1.0-3.0","battery-v0.2","","611.0999999940395","&#9776;","elianto","#3366ff99","32","32","1","0","2111.699999988079","1","0","1","","","",""
"pit-trial","6","25345","0.0-1.0-1.0-4.0","battery-v0.2","","912.8000000119209","&#9776;","elianto","#3366ff99","32","32","1","+10","2415.300000011921","1","0","1","","","",""
"call-function","7","25347","0.0-1.0-2.0","battery-v0.2","","","","","","","","","","","","","","","","",""
"pit-instructions","8","53844","0.0-1.0-3.0","battery-v0.2","[{""page_index"":0,""viewing_time"":24525.90000000596},{""page_index"":1,""viewing_time"":888.6999999880791},{""page_index"":2,""viewing_time"":720},{""page_index"":3,""viewing_time"":877.5999999940395},{""page_index"":4,""viewing_time"":933.6000000238419},{""page_index"":5,""viewing_time"":551.2999999821186}]","28497.59999999404","","","","","","","","","","","","","","",""
"pit-trial","9","58455","0.0-1.0-4.0-0.0","battery-v0.2","","1104.9000000059605","&#9761;","elianto","#3366ff99","-1","32","0","0","2604.5","1","0","2","","","",""
"pit-trial","10","63911","0.0-1.0-4.0-1.0","battery-v0.2","","1949.199999988079","&#9761;","elianto","#3366ff99","-1","32","0","0","3450.0999999940395","1","0","2","","","",""
"pit-trial","11","69413","0.0-1.0-4.0-2.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","",""
"pit-trial","12","74918","0.0-1.0-4.0-3.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","",""
"pit-trial","13","80420","0.0-1.0-4.0-4.0","battery-v0.2","","-1","&#9761;","elianto","#3366ff99","-1","-1","1","0","","0","0","2","","","",""
"call-function","14","80422","0.0-1.0-5.0","battery-v0.2","","","","","","","","","","","","","","","","",""
