"trial_type","trial_index","time_elapsed","internal_node_id","task_version","success","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","browser_interactions","sub","block","trial","stimulus","robot","valence","action","sham"
"pavlovia","0","25","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","2386","0.0-1.0","battery-v0.2","true","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","2","4668","0.0-2.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1920.7000000001863},{""page_index"":1,""viewing_time"":176.59999999962747},{""page_index"":2,""viewing_time"":178.90000000037253}]","2277.5","","","","","","","","","","","","","","","","","",""
"pit-trial","3","9534","0.0-3.0","battery-v0.2","","","-1","&#9752;","elianto","#f73b6a7A","32","-1","0","-10","","0","[object Object]","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","1","1","3","3","lose","go","0"
"pit-trial","4","14399","0.0-4.0","battery-v0.2","","","-1","&#9730;","elianto","#3366ff99","32","-1","0","0","","0","[object Object]","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","1","2","1","1","win","go","0"
"pit-trial","5","19257","0.0-5.0","battery-v0.2","","","-1","&#9733;","elianto","#3366ff99","-1","-1","1","0","3119.699999999255","1","[object Object]","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","1","3","2","2","win","no-go","1"
"pit-trial","6","22228","0.0-6.0","battery-v0.2","","","118.40000000037253","&#9728;","elianto","#f73b6a7A","-1","32","0","-10","968.5999999996275","1","[object Object]","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","1","4","0","4","lose","no-go","0"
"pit-trial","7","25367","0.0-7.0","battery-v0.2","","","279.29999999981374","&#9730;","elianto","#3366ff99","32","32","1","+10","754.9000000003725,1130.4000000003725","2","[object Object]","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","1","5","1","1","win","go","0"
"pit-trial","8","28705","0.0-8.0","battery-v0.2","","","478.59999999962747","&#9733;","elianto","#3366ff99","-1","32","0","+10","1330.2999999998137","1","[object Object]","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","1","6","2","2","win","no-go","1"
"pit-trial","9","31804","0.0-9.0","battery-v0.2","","","243.29999999981374","&#9752;","elianto","#f73b6a7A","32","32","1","0","1093.5","1","[object Object]","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","1","7","3","3","lose","go","0"
"pit-trial","10","36670","0.0-10.0","battery-v0.2","","","-1","&#9728;","elianto","#f73b6a7A","-1","-1","1","0","","0","[object Object]","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","1","8","0","4","lose","no-go","0"
"pit-trial","11","41527","0.0-11.0","battery-v0.2","","","-1","&#9730;","elianto","#3366ff99","32","-1","0","0","","0","[object Object]","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","1","9","1","1","win","go","0"
"pit-trial","12","46388","0.0-12.0","battery-v0.2","","","-1","&#9733;","elianto","#3366ff99","-1","-1","1","+10","","0","[object Object]","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","1","10","2","2","win","no-go","0"
"pit-trial","13","51248","0.0-13.0","battery-v0.2","","","-1","&#9752;","elianto","#f73b6a7A","32","-1","0","0","","0","[object Object]","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","1","11","3","3","lose","go","1"
"pit-trial","14","56113","0.0-14.0","battery-v0.2","","","-1","&#9728;","elianto","#f73b6a7A","-1","-1","1","0","","0","[object Object]","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","1","12","0","4","lose","no-go","0"
"pit-trial","15","60977","0.0-15.0","battery-v0.2","","","-1","&#9733;","elianto","#3366ff99","-1","-1","1","+10","","0","[object Object]","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","1","13","2","2","win","no-go","0"
"pit-trial","16","65837","0.0-16.0","battery-v0.2","","","-1","&#9752;","elianto","#f73b6a7A","32","-1","0","-10","","0","[object Object]","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","1","14","3","3","lose","go","0"
"pit-trial","17","70694","0.0-17.0","battery-v0.2","","","-1","&#9728;","elianto","#f73b6a7A","-1","-1","1","0","","0","[object Object]","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","1","15","0","4","lose","no-go","0"
"pit-trial","18","75559","0.0-18.0","battery-v0.2","","","-1","&#9730;","elianto","#3366ff99","32","-1","0","0","","0","[object Object]","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","1","16","1","1","win","go","0"
"pit-trial","19","80418","0.0-19.0","battery-v0.2","","","-1","&#9728;","elianto","#f73b6a7A","-1","-1","1","0","","0","[object Object]","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","1","17","0","4","lose","no-go","0"
"pit-trial","20","85278","0.0-20.0","battery-v0.2","","","-1","&#9752;","elianto","#f73b6a7A","32","-1","0","-10","","0","[object Object]","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","1","18","3","3","lose","go","0"
"pit-trial","21","90138","0.0-21.0","battery-v0.2","","","-1","&#9730;","elianto","#3366ff99","32","-1","0","0","","0","[object Object]","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","1","19","1","1","win","go","0"
"pit-trial","22","94997","0.0-22.0","battery-v0.2","","","-1","&#9733;","elianto","#3366ff99","-1","-1","1","+10","","0","[object Object]","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","1","20","2","2","win","no-go","0"
