"trial_type","trial_index","time_elapsed","internal_node_id","task_version","success","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","sub","block","trial","stimulus","robot","valence","action","sham"
"pavlovia","0","25","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","2395","0.0-1.0","battery-v0.2","true","","","","","","","","","","","","","","","","","","",""
"pit-instructions","2","4103","0.0-2.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1196.8000000002794},{""page_index"":1,""viewing_time"":294.6999999997206},{""page_index"":2,""viewing_time"":212.20000000018626}]","1704.5","","","","","","","","","","","","","","","","",""
"pit-trial","3","7469","0.0-3.0","battery-v0.2","","","507.5","&#9730;","elianto","#3366ff99","32","32","1","+10","1359.1000000000931","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","1","1","1","1","win","go","0"
"pit-trial","4","10520","0.0-4.0","battery-v0.2","","","195.6999999997206","&#9728;","elianto","#f73b6a7A","-1","32","0","-10","1046.5999999996275","1","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","1","2","0","4","lose","no-go","0"
"pit-trial","5","15381","0.0-5.0","battery-v0.2","","","-1","&#9752;","elianto","#f73b6a7A","32","-1","0","0","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","1","3","3","3","lose","go","1"
"pit-trial","6","20241","0.0-6.0","battery-v0.2","","","-1","&#9733;","elianto","#3366ff99","-1","-1","1","+10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","1","4","2","2","win","no-go","0"
"pit-trial","7","25105","0.0-7.0","battery-v0.2","","","-1","&#9730;","elianto","#3366ff99","32","-1","0","0","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","1","5","1","1","win","go","0"
"pit-trial","8","29968","0.0-8.0","battery-v0.2","","","-1","&#9728;","elianto","#f73b6a7A","-1","-1","1","0","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","1","6","0","4","lose","no-go","0"
"pit-trial","9","34839","0.0-9.0","battery-v0.2","","","-1","&#9733;","elianto","#3366ff99","-1","-1","1","+10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","1","7","2","2","win","no-go","0"
"pit-trial","10","39701","0.0-10.0","battery-v0.2","","","-1","&#9752;","elianto","#f73b6a7A","32","-1","0","0","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","1","8","3","3","lose","go","1"
"pit-trial","11","45793","0.0-11.0","battery-v0.2","","","-1","&#9752;","elianto","#f73b6a7A","32","-1","0","-10","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","1","9","3","3","lose","go","0"
"pit-trial","12","51987","0.0-12.0","battery-v0.2","","","-1","&#9728;","elianto","#f73b6a7A","-1","-1","1","0","","0","4ee95e0e8737a0304baac70a&order=1&STUDY_ID=61caf85b4892b889f6411591","1","10","0","4","lose","no-go","0"
