"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice"
"pavlovia","0","51","0.0-0.0","battery-v0.2","","","","","","","","","","","","",""
"pit-instructions","1","18367","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":16834.284999989904},{""page_index"":1,""viewing_time"":128.910000086762},{""page_index"":2,""viewing_time"":145.56499989703298},{""page_index"":3,""viewing_time"":129.35000006109476},{""page_index"":4,""viewing_time"":129.16499993298203},{""page_index"":5,""viewing_time"":129.81000007130206},{""page_index"":6,""viewing_time"":128.33500001579523},{""page_index"":7,""viewing_time"":130.41500002145767},{""page_index"":8,""viewing_time"":145.10999992489815},{""page_index"":9,""viewing_time"":411.6749999811873}]","18313.19000001531","","","","","","","","","","",""
"pit-trial","2","23158","0.0-1.0-1.0-0.0","battery-v0.2","","316.2449999945238","&#9744;","elianto","#3366ff99","32","32","1","+10","1818.0550000397488","1","0","1"
